"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"1",13,20,12,17,16,23,158,18,10,38,21,29,36,15,24,58,35,19,31,26,28,59,4,35,47,45,21,19,13,29,17,36,21,19,20,17,16,23,12,7,20,33,35,26,21,10,8,23,18,13,28,12,24,49,59,27,10,23,18,25,26,66,74,22,26,43,25,16,46,50,18,52,45,2,10,10,10,16,35,8,32,31,33,60,78,21,10,10,44,17,32,3,45,15,49,24,42,21,21,25,72,115,19,48,58,19,16,23,29,74,19,37,71,22,23,24,14,28,16,32,47,17,6,8,45,37,50,12,65,34,43,68,23,2,59,34,40,13,34,17,2,54,42,39,31,25,34,43,30,19,11,14,16,29,21,29,11,13,20,25,27,10,7,54,47,8,43,26,20,35
"2",32,41,17,5,11,52,124,31,19,25,71,22,27,15,15,48,13,39,25,15,31,20,27,22,44,6,29,30,17,50,67,8,13,43,27,28,14,22,21,15,42,40,25,8,2,12,43,37,16,48,20,37,40,17,30,10,21,29,43,19,13,66,156,21,39,9,19,42,19,19,23,45,27,12,4,34,32,37,22,35,22,8,10,42,89,17,38,10,33,9,18,17,21,8,36,16,26,12,26,15,39,159,21,16,40,21,9,49,17,19,40,33,57,38,22,46,6,59,58,4,38,19,14,27,91,29,6,38,18,31,55,16,19,28,65,58,22,41,23,31,19,13,3,17,22,13,7,42,58,22,19,8,22,18,10,59,20,25,24,36,14,47,20,43,14,32,34,28,19,3
"3",29,31,16,18,14,37,66,27,16,13,14,29,27,27,44,17,30,14,39,34,38,26,49,9,70,20,30,2,39,45,22,18,37,27,35,32,24,6,27,8,24,46,25,21,42,21,42,40,16,14,52,24,41,28,16,111,10,21,9,30,5,43,124,44,44,12,56,24,74,17,57,12,22,27,27,25,8,18,12,20,55,7,31,76,28,23,34,49,13,18,20,40,29,10,36,10,57,5,6,15,29,120,36,24,37,18,54,22,15,14,12,19,61,42,22,9,18,10,46,25,96,9,36,30,13,41,18,41,45,40,39,5,8,24,37,67,21,45,20,15,35,10,46,28,9,14,56,17,28,30,19,11,40,21,17,36,22,24,23,17,32,17,15,19,39,14,22,33,26,25
"4",58,11,26,23,3,49,115,20,27,8,19,19,15,8,21,81,30,22,42,32,15,18,40,31,47,32,22,23,13,58,61,20,37,47,34,19,24,30,11,25,30,47,13,16,62,28,15,48,24,36,10,28,90,11,25,7,13,7,20,43,3,21,60,15,35,20,34,21,41,20,38,8,19,2,54,33,7,13,44,18,50,32,9,29,66,11,90,18,33,14,25,14,8,37,38,25,25,19,27,9,25,87,43,47,29,19,25,23,17,54,26,31,34,27,27,15,26,43,22,6,71,17,11,5,32,40,16,21,19,77,18,42,18,33,40,19,38,22,44,38,7,44,25,24,28,25,29,15,29,25,14,37,11,31,41,38,37,20,9,12,24,45,37,34,26,28,37,70,32,25
"5",11,63,23,20,12,21,122,16,32,14,47,8,41,13,24,55,27,24,20,7,25,37,48,35,22,19,40,16,22,39,107,38,35,33,50,16,23,23,19,65,40,20,39,7,20,28,30,13,9,12,28,21,22,6,35,27,11,32,6,13,38,5,109,26,69,20,40,24,49,35,19,11,8,45,30,16,26,12,24,19,40,32,12,42,43,32,12,14,13,19,40,79,7,17,36,4,8,24,29,31,51,86,24,9,22,11,14,21,5,27,79,21,20,19,56,14,14,44,20,55,57,6,14,18,34,42,33,29,56,61,19,58,34,16,49,15,74,28,28,33,14,50,21,36,39,23,22,18,27,23,14,26,31,27,38,29,35,28,18,11,6,34,22,8,32,33,54,18,28,29
"6",24,33,7,28,19,37,120,9,33,12,30,13,31,36,33,43,7,33,17,20,25,31,49,11,63,37,33,16,54,42,51,15,29,27,36,11,21,10,39,31,21,89,19,11,40,23,9,10,32,21,8,25,17,8,4,11,23,26,27,45,13,30,63,4,65,20,27,36,22,21,33,60,13,22,43,41,10,42,27,10,19,46,22,49,36,12,12,15,22,19,24,44,15,34,42,24,23,17,38,30,24,60,37,63,20,13,25,25,34,47,43,20,32,41,39,25,32,36,25,37,74,2,36,17,35,41,37,14,33,57,27,25,20,9,41,15,42,21,35,28,39,55,14,33,31,8,26,52,15,9,54,36,55,22,33,37,14,5,28,4,46,8,37,36,37,32,57,17,22,21
"7",33,6,21,13,3,18,44,22,11,24,39,22,20,32,28,42,12,30,38,70,72,16,29,19,34,47,20,17,30,12,66,23,36,47,17,16,32,23,44,15,28,57,25,20,37,21,9,24,31,46,22,10,57,34,41,30,29,28,27,26,28,28,83,7,17,14,43,33,30,52,3,17,33,8,16,51,37,24,23,46,9,19,30,76,75,21,34,28,32,33,7,50,15,17,53,46,23,11,34,20,15,95,53,4,110,11,5,15,22,74,29,60,33,24,17,4,20,26,16,30,88,21,42,13,54,42,10,66,19,22,34,17,8,13,50,22,69,17,22,35,20,24,7,32,24,9,49,57,11,18,45,21,23,14,9,53,11,6,11,13,20,19,23,48,45,10,50,7,10,13
"8",30,48,29,17,17,24,120,16,18,49,20,3,22,32,29,48,18,29,33,19,32,31,15,51,46,23,5,11,10,50,50,10,46,43,40,13,20,14,7,24,28,46,46,26,16,56,23,21,14,24,28,65,37,29,32,11,41,51,14,17,19,39,95,10,48,22,33,26,14,30,37,41,24,22,8,40,19,81,26,25,41,23,34,25,46,20,24,13,43,39,43,21,71,35,28,11,8,14,16,7,11,138,26,21,45,34,15,38,28,36,35,13,32,24,17,24,4,35,16,69,43,39,16,11,8,57,32,27,31,38,13,20,17,30,36,30,15,59,12,33,11,26,8,49,20,24,15,28,20,26,18,62,43,11,37,23,17,58,18,7,16,9,39,13,14,95,17,11,10,19
"9",29,25,40,15,35,40,78,21,27,29,30,18,62,23,19,84,16,39,41,3,33,59,43,27,93,37,10,39,22,37,56,32,13,52,14,20,10,15,37,49,17,44,41,7,23,39,18,35,25,36,51,12,14,22,13,16,4,34,22,26,8,22,81,20,27,8,38,26,32,44,10,54,30,9,19,26,31,37,18,31,11,42,32,12,67,14,15,24,47,30,25,12,25,21,41,13,23,7,36,43,40,105,16,5,65,17,51,42,30,28,52,27,21,80,20,22,9,62,42,21,38,22,28,32,14,40,11,12,34,19,28,21,12,21,24,59,17,13,35,16,27,25,36,44,10,41,18,56,13,21,22,11,25,29,9,23,28,47,14,19,13,27,21,20,29,12,38,21,29,39
"10",5,15,16,10,11,35,96,12,15,19,32,23,6,22,10,49,44,9,50,15,32,20,19,22,18,60,15,25,16,39,43,19,19,33,19,11,20,15,49,13,34,43,44,49,46,40,32,5,31,14,48,13,52,17,27,20,23,5,30,46,16,28,102,33,80,13,43,37,60,54,58,24,33,29,30,20,71,17,27,9,29,53,15,32,48,8,54,22,38,9,25,27,17,8,50,11,15,37,5,5,29,83,25,33,36,15,9,33,10,46,37,14,55,58,55,18,17,52,21,24,56,10,16,20,61,39,65,13,62,45,21,22,27,34,52,19,35,19,33,36,7,33,13,43,16,21,27,14,36,3,38,22,12,43,20,51,5,9,28,12,17,40,20,25,41,12,42,34,21,28
