"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"1",66,38,35,50,20,13,14,6,29,5,13,28,48,29,26,12,12,38,24,8,58,32,16,38,49,65,24,13,25,26,12,4,36,24,22,2,14,55,48,22,16,48,24,17,43,22,63,16,32,12,22,21,6,5,14,12,37,46,10,25,15,18,12,56,19,25,32,26,13,9,37,36,28,29,15,31,36,24,17,48,37,37,28,22,21,7,43,17,30,14,21,34,47,28,42,49,39,21,35,55,14,26,50,35,52,9,12,26,50,29,15,20,25,35,35,40,78,70,40,25,68,43,38,13,19,56,39,26,31,38,15,3,21,38,41,18,43,50,8,29,20,54,44,44,18,15,18,64,35,18,49,53,40,16,7,48,38,17,18,17,18,11,12,63,27,31,50,15,55,19
"2",52,28,39,4,46,34,8,14,44,21,22,27,17,37,22,33,45,66,25,1,73,23,46,27,7,41,42,33,32,16,71,49,17,36,58,5,22,34,60,15,7,9,43,19,36,19,75,56,16,14,11,35,26,25,51,20,16,16,28,57,21,18,15,37,8,31,30,43,26,23,40,39,19,27,12,43,25,17,21,48,22,38,19,22,12,18,19,19,15,21,20,18,35,15,30,9,16,66,11,35,22,26,40,62,37,23,15,9,20,60,14,34,13,8,26,50,8,38,38,24,64,29,30,13,12,42,69,41,12,28,28,31,16,11,17,24,23,67,31,27,38,61,47,19,4,65,10,33,25,34,13,19,31,31,8,141,14,11,44,22,67,13,28,21,33,13,18,21,36,24
"3",22,35,21,23,22,6,10,36,22,25,38,9,28,9,32,16,16,22,5,25,35,42,53,16,37,62,35,22,18,74,62,33,46,66,22,25,27,24,24,32,11,21,7,41,30,13,23,12,24,3,34,44,21,9,46,9,37,26,19,43,11,37,39,106,12,29,18,24,17,42,20,15,29,17,58,19,22,30,50,54,48,17,45,51,26,6,17,25,56,12,24,26,35,33,43,18,19,10,23,9,9,18,24,45,34,25,21,14,21,56,23,23,23,22,19,58,36,23,29,79,79,37,33,19,11,77,40,47,21,25,49,21,6,64,7,65,3,16,27,38,22,35,36,15,15,30,13,72,10,21,46,17,62,55,30,99,19,17,10,11,30,23,21,30,19,9,9,26,48,21
"4",58,34,36,55,4,37,35,17,34,13,10,4,27,9,81,15,41,27,35,23,43,12,24,36,13,16,29,8,15,38,23,14,12,30,18,27,11,24,11,23,8,44,44,25,24,34,61,14,23,15,25,26,48,18,14,10,28,20,12,49,64,35,34,31,14,31,3,48,43,15,19,18,9,15,27,27,15,32,32,69,26,18,31,33,20,1,26,65,27,10,33,20,25,24,38,24,11,17,18,34,33,10,26,36,94,22,47,13,53,29,22,56,28,56,26,20,19,12,28,31,66,7,49,23,50,56,43,31,37,20,16,4,20,33,41,25,22,20,36,50,44,2,29,25,85,57,20,21,20,25,26,21,52,40,27,73,6,22,12,22,24,31,35,59,14,23,7,75,78,69
"5",33,48,10,34,26,17,22,42,58,27,33,50,40,24,33,28,18,46,17,26,15,8,48,28,43,51,20,56,25,19,18,22,6,20,21,22,24,39,19,25,22,40,20,11,42,13,38,71,56,7,24,48,21,19,21,24,46,3,14,14,18,34,51,24,24,37,22,27,2,59,32,14,23,34,24,16,10,11,20,83,62,12,26,9,25,42,66,39,51,21,25,42,19,16,18,16,22,27,34,10,8,21,45,41,72,52,21,8,15,32,22,79,59,26,8,43,19,5,12,6,83,25,22,14,16,76,62,8,58,19,31,58,39,18,38,38,13,11,10,4,52,53,8,17,34,27,14,9,41,37,15,36,36,18,11,79,36,32,26,30,51,7,8,14,35,17,26,23,47,62
"6",36,45,10,40,11,31,22,24,6,30,23,22,30,16,37,24,12,34,35,28,60,52,25,38,49,62,21,15,39,59,25,13,42,15,18,20,18,36,28,20,7,3,59,32,20,18,62,33,58,3,25,45,23,12,36,48,38,17,31,55,5,16,20,25,25,23,6,38,39,20,33,26,29,18,23,33,29,3,20,29,26,25,31,42,8,23,33,21,9,5,28,25,46,52,57,22,22,43,44,47,24,22,32,37,57,2,34,7,21,32,27,53,50,11,7,35,33,61,16,37,41,12,62,27,11,17,57,42,39,61,16,27,16,19,14,28,19,15,27,18,33,21,36,25,34,55,22,41,35,12,36,29,22,37,28,120,47,12,46,33,13,12,26,36,27,17,7,49,22,36
"7",14,34,31,29,16,3,14,56,28,41,36,19,60,17,51,40,8,17,44,7,80,14,23,39,35,33,18,8,31,42,3,31,28,42,24,16,22,32,89,25,23,10,26,14,6,31,88,10,20,47,10,30,26,38,31,27,16,23,42,33,32,15,35,21,38,24,17,56,17,28,20,41,30,8,18,63,26,40,12,35,33,14,30,29,13,16,2,27,13,20,29,42,35,29,39,8,39,37,9,50,13,7,48,65,40,26,19,33,35,39,34,31,47,4,25,36,18,29,10,9,50,1,30,11,8,53,13,15,21,47,16,20,12,31,20,37,21,64,42,44,33,54,61,8,28,49,31,47,27,21,21,14,65,17,21,103,83,7,17,57,10,19,28,16,12,21,35,34,73,23
"8",37,47,22,13,35,19,19,50,55,61,28,17,21,6,72,42,22,35,22,16,65,59,27,26,59,40,51,17,29,31,26,30,7,8,29,15,8,34,4,27,13,22,35,33,36,14,40,29,52,10,30,22,39,19,28,19,7,30,23,16,9,34,24,24,17,26,33,17,37,26,45,61,15,41,27,19,14,20,41,58,6,15,21,26,30,34,24,9,11,25,13,16,74,24,46,14,5,20,19,42,38,22,29,44,74,39,18,14,48,23,16,28,15,16,24,21,23,19,11,34,53,10,57,22,70,36,70,33,30,12,28,47,14,60,44,21,17,21,20,10,43,28,14,18,36,14,39,47,51,39,36,48,12,32,12,116,15,46,26,12,16,19,38,17,13,21,40,15,65,31
"9",21,33,17,16,59,14,20,39,61,20,20,8,44,15,43,29,48,18,32,11,28,13,21,23,51,13,15,57,10,47,26,59,27,24,32,12,31,8,22,18,28,39,54,16,18,15,43,23,19,19,51,8,18,18,17,7,40,13,40,25,4,5,6,38,20,8,13,19,64,8,24,33,25,28,24,38,29,19,30,38,51,35,36,3,31,31,16,16,25,38,56,44,50,12,59,26,19,28,17,24,17,27,23,60,65,11,8,15,50,46,46,41,24,25,100,34,30,24,8,49,92,39,50,25,13,50,33,22,10,23,7,39,40,26,42,22,20,6,43,13,39,24,18,4,10,22,30,53,26,52,13,17,29,17,27,153,44,8,34,17,25,28,17,10,47,5,21,48,88,50
"10",41,43,40,12,4,34,87,66,46,10,31,35,65,34,16,28,17,44,30,8,35,30,61,63,10,58,11,27,17,37,33,27,76,50,15,22,53,65,7,13,20,21,46,42,22,42,45,31,15,8,17,18,10,24,36,32,28,40,52,18,20,15,40,38,24,19,8,9,46,36,27,5,26,15,25,4,24,47,17,46,47,26,21,35,34,11,14,17,23,25,9,40,22,45,18,30,23,37,5,16,19,15,24,45,45,1,24,10,14,41,41,20,45,27,40,56,24,26,32,22,30,3,27,36,19,45,78,10,32,15,48,16,25,34,12,5,33,26,17,29,82,30,41,23,13,23,18,24,29,25,28,32,9,41,19,48,73,20,39,16,31,3,45,30,47,44,11,7,39,42
"11",42,51,40,24,38,16,9,52,32,23,30,31,37,24,35,17,51,14,18,15,26,29,59,28,79,20,33,21,19,22,21,30,18,15,45,44,28,62,28,28,31,26,40,24,24,6,40,22,15,23,9,13,18,54,42,33,18,44,24,10,38,30,16,20,55,24,10,51,16,24,41,53,15,13,43,20,11,11,6,24,56,15,35,41,54,30,25,27,28,40,10,5,47,22,40,17,13,46,29,26,39,24,31,44,34,15,40,59,22,34,29,43,26,41,8,89,18,39,40,30,52,12,70,11,50,49,35,20,18,26,55,49,28,19,26,17,28,24,10,40,19,33,17,26,28,43,13,51,12,6,17,25,19,44,35,80,58,5,16,17,18,26,10,17,22,6,18,20,47,11
"12",36,29,14,147,30,19,9,36,27,21,18,8,53,32,17,5,5,17,31,8,55,4,31,36,20,37,30,14,31,44,23,37,31,34,34,10,39,9,29,10,27,22,15,45,57,33,55,3,29,18,11,45,42,45,50,34,18,45,50,17,14,21,16,37,22,54,15,23,20,27,34,51,55,22,53,31,47,28,21,50,55,50,49,13,23,17,11,29,22,23,5,7,50,30,68,24,31,24,11,18,42,24,49,27,64,14,17,23,21,20,39,41,17,39,13,38,4,22,13,10,25,8,37,15,13,98,61,24,28,18,14,10,4,30,29,18,12,17,21,17,15,86,63,5,15,55,9,44,17,6,7,44,64,10,40,70,12,55,37,16,34,23,56,31,24,38,36,15,26,29
"13",45,39,13,40,29,32,34,13,44,38,3,31,26,21,41,31,43,28,8,32,81,22,44,41,22,46,31,35,49,68,29,17,38,30,12,46,35,12,47,34,33,56,4,11,24,46,72,9,14,34,36,16,14,83,36,18,61,22,2,47,7,7,32,19,58,16,3,29,21,21,17,7,24,17,35,17,9,16,71,78,21,24,44,3,6,19,16,26,26,7,21,55,44,15,76,23,17,3,12,4,23,11,46,30,88,16,51,30,48,32,28,48,34,9,28,42,12,24,21,11,27,6,71,10,7,71,53,10,35,27,30,41,13,35,12,12,42,16,48,38,35,26,24,33,23,22,17,28,31,9,19,47,23,11,17,80,22,11,23,17,35,28,18,20,5,28,35,38,70,35
"14",31,15,22,15,11,27,52,14,22,85,8,19,34,36,12,14,28,33,30,17,15,20,21,23,32,26,64,22,39,36,24,20,25,18,15,7,66,33,11,17,11,25,12,27,17,30,69,14,33,13,20,7,17,27,34,46,45,35,9,40,9,53,35,38,29,21,38,37,26,23,16,18,25,22,24,41,20,34,36,29,60,56,91,75,26,21,14,23,45,19,19,17,8,8,20,29,24,15,13,25,36,46,29,33,39,22,71,11,7,49,19,40,23,18,33,38,41,14,28,26,37,39,61,18,13,45,113,44,28,27,20,29,11,25,32,12,44,68,16,30,49,36,9,23,6,33,42,42,16,2,32,31,10,24,53,94,18,4,38,14,9,31,20,46,17,34,67,54,26,13
"15",25,28,7,37,20,17,27,28,30,11,33,34,63,16,58,14,11,19,26,19,68,24,21,58,42,34,20,20,14,35,21,33,8,36,29,19,36,20,10,13,33,34,34,14,17,20,62,57,11,41,12,30,12,44,38,15,35,24,40,15,10,18,22,56,23,22,17,31,45,13,22,25,18,22,64,40,13,44,46,38,46,37,35,38,18,11,30,25,40,26,22,17,21,17,34,25,7,14,8,46,30,39,15,53,47,7,69,19,22,34,24,39,27,6,19,38,10,28,26,53,79,19,31,26,7,68,42,24,18,22,12,20,24,40,16,18,31,8,20,6,14,56,33,25,53,49,10,49,34,27,11,20,5,12,26,152,42,48,40,11,29,32,61,14,24,27,18,41,92,31
"16",25,28,14,14,56,5,6,64,61,28,9,34,41,27,39,47,22,27,27,22,51,75,45,84,11,81,41,20,24,40,15,11,11,18,37,24,34,26,21,14,21,57,32,25,43,26,42,31,13,14,7,8,18,33,62,21,30,10,25,39,14,31,20,38,10,48,25,16,42,6,44,14,11,8,29,20,24,55,39,93,57,21,25,51,34,74,20,23,19,9,19,13,28,12,37,48,13,8,16,9,43,21,22,58,65,6,20,13,35,39,25,82,17,1,6,59,27,5,9,18,72,18,32,37,6,32,26,8,65,19,14,26,34,22,40,21,26,32,14,22,30,29,73,17,38,24,12,29,38,31,13,15,33,19,13,108,16,22,65,6,10,6,13,72,31,20,48,15,34,24
"17",23,44,17,11,8,3,25,30,37,20,15,19,50,32,26,26,40,21,13,20,42,24,28,14,19,35,29,46,24,35,27,27,21,31,29,17,16,25,3,32,24,35,21,23,18,66,75,5,18,12,21,22,5,12,11,4,23,18,31,16,43,15,14,74,17,23,51,44,51,17,56,29,37,21,17,20,28,29,38,48,38,28,7,25,26,20,7,47,20,70,9,43,78,8,51,4,22,7,78,24,32,38,25,39,65,22,48,34,30,51,43,56,41,24,19,72,31,37,35,21,65,13,22,5,43,55,36,28,18,32,22,18,21,25,39,21,24,41,19,35,49,20,46,39,23,4,16,30,13,36,8,21,62,39,18,60,42,19,23,21,48,10,17,20,37,21,4,38,79,44
